Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
1996,MD,Full-Service Providers,"22,985,771","23,126,093","10,098,448",NA,"787,208","56,997,520"
1996,ME,Full-Service Providers,"3,679,190","3,211,822","4,771,700",NA,"63,719","11,726,431"
1996,MI,Full-Service Providers,"28,901,473","32,037,663","34,499,412",NA,"863,018","96,301,566"
1996,MN,Full-Service Providers,"17,157,124","10,114,971","26,934,450",NA,"735,154","54,941,699"
1996,MO,Full-Service Providers,"26,447,604","22,522,442","14,914,972",NA,"958,225","64,843,243"
1996,MS,Full-Service Providers,"14,964,600","7,912,999","16,042,796",NA,"701,979","39,622,374"
1996,MT,Full-Service Providers,"3,910,516","3,298,600","6,305,683",NA,"304,757","13,819,556"
1996,NC,Full-Service Providers,"41,591,843","30,662,155","34,141,749",NA,"1,900,647","108,296,394"
1996,ND,Full-Service Providers,"3,601,630","2,377,747","1,835,276",NA,"499,506","8,314,159"
1996,NE,Full-Service Providers,"7,740,905","6,271,903","6,193,276",NA,"1,291,380","21,497,464"
1996,NH,Full-Service Providers,"3,427,415","3,238,893","2,334,068",NA,"127,058","9,127,434"
1996,NJ,Full-Service Providers,"22,632,226","30,152,284","13,602,503",NA,"502,417","66,889,430"
1996,NM,Full-Service Providers,"4,328,452","5,295,854","5,920,823",NA,"1,628,264","17,173,393"
1996,NV,Full-Service Providers,"7,526,332","5,150,392","9,074,624",NA,"822,681","22,574,029"
1996,NY,Full-Service Providers,"40,284,542","52,915,305","25,947,477",NA,"12,379,862","131,527,186"
1996,OH,Full-Service Providers,"44,573,250","36,034,487","73,394,154",NA,"4,585,446","158,587,337"
1996,OK,Full-Service Providers,"17,302,792","11,552,577","12,160,194",NA,"2,275,740","43,291,303"
1996,OR,Full-Service Providers,"17,284,645","13,387,964","15,804,189",NA,"708,114","47,184,912"
1996,PA,Full-Service Providers,"43,644,620","35,396,258","47,207,540",NA,"1,374,608","127,623,026"
1996,RI,Full-Service Providers,"2,480,612","2,607,368","1,350,838",NA,"165,380","6,604,198"
1996,SC,Full-Service Providers,"22,513,555","14,544,887","29,184,592",NA,"843,181","67,086,215"
1996,SD,Full-Service Providers,"3,426,185","2,179,182","1,784,753",NA,"346,042","7,736,162"
1996,TN,Full-Service Providers,"35,333,276","5,548,085","45,781,283",NA,"996,370","87,659,014"
1996,TX,Full-Service Providers,"99,656,148","70,865,539","95,308,450",NA,"12,619,446","278,449,583"
1996,UT,Full-Service Providers,"5,481,283","5,911,250","7,659,819",NA,"805,717","19,858,069"
1996,VA,Full-Service Providers,"34,650,534","24,564,931","19,020,734",NA,"9,359,444","87,595,643"
1996,VT,Full-Service Providers,"2,006,213","1,648,630","1,537,130",NA,"47,519","5,239,492"
1996,WA,Full-Service Providers,"32,012,445","21,446,321","30,241,380",NA,"3,713,112","87,413,258"
1996,WI,Full-Service Providers,"18,684,891","15,433,148","23,870,906",NA,"754,683","58,743,628"
1996,WV,Full-Service Providers,"9,276,528","5,936,377","10,820,337",NA,"93,536","26,126,778"
1996,WY,Full-Service Providers,"2,022,027","2,424,519","6,890,808",NA,"137,715","11,475,069"
1996,US,Full-Service Providers,"1,082,490,541","887,424,657","1,030,356,028",NA,"97,538,719","3,097,809,945"
1996,ID,Energy-Only Providers,0,0,"662,019",NA,0,"662,019"
1996,IL,Energy-Only Providers,"19,498","8,805","372,954",NA,0,"401,257"
1996,NH,Energy-Only Providers,"1,712","6,972","9,672",NA,0,"18,356"
1996,OR,Energy-Only Providers,0,0,"1,224,598",NA,0,"1,224,598"
1996,WA,Energy-Only Providers,0,"4,740","1,006,108",NA,0,"1,010,848"
1996,US,Energy-Only Providers,"21,210","20,517","3,275,351",NA,0,"3,317,078"
1995,AK,Total Electric Industry,"1,712,906","2,200,043","546,437",NA,"172,444","4,631,830"
1995,AL,Total Electric Industry,"24,313,900","12,284,265","32,847,459",NA,"561,140","70,006,764"
1995,AR,Total Electric Industry,"12,416,960","7,146,835","14,483,009",NA,"624,630","34,671,434"
1995,AZ,Total Electric Industry,"18,035,537","16,289,626","11,991,782",NA,"2,272,024","48,588,969"
1995,CA,Total Electric Industry,"68,782,855","80,874,224","57,367,161",NA,"5,580,484","212,604,724"
1995,CO,Total Electric Industry,"11,306,705","13,419,623","9,706,459",NA,"884,032","35,316,819"
1995,CT,Total Electric Industry,"10,759,880","10,926,399","5,913,391",NA,"370,299","27,969,969"
1995,DC,Total Electric Industry,"1,608,442","8,079,035","262,118",NA,"365,975","10,315,570"
1995,DE,Total Electric Industry,"3,168,325","2,842,288","3,511,083",NA,"57,837","9,579,533"
1995,FL,Total Electric Industry,"85,769,777","60,078,878","16,472,743",NA,"5,170,740","167,492,138"
1995,GA,Total Electric Industry,"35,812,315","27,741,054","31,493,470",NA,"1,145,331","96,192,170"
1995,HI,Total Electric Industry,"2,606,284","2,721,151","3,802,683",NA,"57,490","9,187,608"
1995,IA,Total Electric Industry,"11,639,680","7,606,592","13,771,042",NA,"1,283,605","34,300,919"
1995,ID,Total Electric Industry,"6,193,159","5,291,053","7,843,133",NA,"292,501","19,619,846"
1995,IL,Total Electric Industry,"38,386,140","37,217,396","42,250,818",NA,"8,376,711","126,231,065"
1995,IN,Total Electric Industry,"26,560,115","18,123,180","41,776,936",NA,"545,726","87,005,957"
1995,KS,Total Electric Industry,"10,355,800","10,273,412","9,356,007",NA,"371,663","30,356,882"
1995,KY,Total Electric Industry,"20,537,145","10,524,271","40,490,216",NA,"2,996,566","74,548,198"
1995,LA,Total Electric Industry,"24,116,405","15,575,389","30,691,823",NA,"2,443,573","72,827,190"
1995,MA,Total Electric Industry,"15,992,797","19,893,756","10,026,006",NA,"597,725","46,510,284"
1995,MD,Total Electric Industry,"22,233,806","23,096,404","10,057,219",NA,"770,616","56,158,045"
1995,ME,Total Electric Industry,"3,628,879","2,835,160","4,959,345",NA,"137,918","11,561,302"
1995,MI,Total Electric Industry,"28,622,895","31,305,837","33,920,578",NA,"851,824","94,701,134"
1995,MN,Total Electric Industry,"16,974,435","9,699,907","26,577,059",NA,"707,370","53,958,771"
1995,MO,Total Electric Industry,"25,408,756","21,606,492","14,320,602",NA,"923,117","62,258,967"
1995,MS,Total Electric Industry,"14,181,239","7,539,403","15,477,114",NA,"670,724","37,868,480"
1995,MT,Total Electric Industry,"3,639,879","3,133,252","6,367,702",NA,"277,690","13,418,523"
1995,NC,Total Electric Industry,"39,506,250","29,194,750","34,062,921",NA,"1,908,835","104,672,756"
1995,ND,Total Electric Industry,"3,383,623","2,237,223","1,771,328",NA,"490,462","7,882,636"
1995,NE,Total Electric Industry,"7,596,719","5,986,221","5,801,512",NA,"1,508,027","20,892,479"
1995,NH,Total Electric Industry,"3,364,430","3,225,628","2,286,339",NA,"130,963","9,007,360"
1995,NJ,Total Electric Industry,"22,469,707","29,791,577","13,988,821",NA,"503,680","66,753,785"
1995,NM,Total Electric Industry,"4,124,028","5,094,369","5,650,560",NA,"1,546,589","16,415,546"
1995,NV,Total Electric Industry,"6,655,122","4,731,450","8,495,716",NA,"777,109","20,659,397"
1995,NY,Total Electric Industry,"39,887,485","52,751,202","25,317,222",NA,"12,514,808","130,470,717"
1995,OH,Total Electric Industry,"44,010,400","35,549,248","74,473,401",NA,"4,592,497","158,625,546"
1995,OK,Total Electric Industry,"16,319,162","11,114,527","11,714,291",NA,"2,244,472","41,392,452"
1995,OR,Total Electric Industry,"16,314,688","12,899,706","15,839,121",NA,"671,792","45,725,307"
1995,PA,Total Electric Industry,"42,801,877","34,543,587","47,527,881",NA,"1,377,252","126,250,597"
1995,RI,Total Electric Industry,"2,471,630","2,625,223","1,373,804",NA,"165,020","6,635,677"
1995,SC,Total Electric Industry,"21,392,287","14,020,035","28,818,612",NA,"843,461","65,074,395"
1995,SD,Total Electric Industry,"3,268,121","2,088,316","1,721,838",NA,"335,267","7,413,542"
1995,TN,Total Electric Industry,"30,966,826","5,176,066","44,827,805",NA,"1,059,632","82,030,329"
1995,TX,Total Electric Industry,"92,831,137","68,579,803","90,093,116",NA,"11,774,536","263,278,592"
1995,UT,Total Electric Industry,"5,040,743","5,642,481","6,957,294",NA,"819,722","18,460,240"
1995,VA,Total Electric Industry,"33,471,693","24,027,876","18,554,114",NA,"9,108,802","85,162,485"
1995,VT,Total Electric Industry,"1,973,274","1,604,646","1,484,095",NA,"42,087","5,104,102"
1995,WA,Total Electric Industry,"30,147,253","20,401,343","34,276,432",NA,"3,528,386","88,353,414"
1995,WI,Total Electric Industry,"18,634,995","14,893,291","23,690,037",NA,"748,581","57,966,904"
1995,WV,Total Electric Industry,"9,165,753","5,851,560","10,867,084",NA,"92,308","25,976,705"
1995,WY,Total Electric Industry,"1,939,252","2,329,722","6,816,611",NA,"112,950","11,198,535"
1995,US,Total Electric Industry,"1,042,501,471","862,684,775","1,012,693,350",NA,"95,406,993","3,013,286,589"
1995,AK,Full-Service Providers,"1,712,906","2,200,043","546,437",NA,"172,444","4,631,830"
1995,AL,Full-Service Providers,"24,313,900","12,284,265","32,847,459",NA,"561,140","70,006,764"
1995,AR,Full-Service Providers,"12,416,960","7,146,835","14,483,009",NA,"624,630","34,671,434"
1995,AZ,Full-Service Providers,"18,035,537","16,289,626","11,991,782",NA,"2,272,024","48,588,969"
1995,CA,Full-Service Providers,"68,782,855","80,874,224","57,367,161",NA,"5,580,484","212,604,724"
1995,CO,Full-Service Providers,"11,306,705","13,419,623","9,706,459",NA,"884,032","35,316,819"
1995,CT,Full-Service Providers,"10,759,880","10,926,399","5,913,391",NA,"370,299","27,969,969"
1995,DC,Full-Service Providers,"1,608,442","8,079,035","262,118",NA,"365,975","10,315,570"
1995,DE,Full-Service Providers,"3,168,325","2,842,288","3,511,083",NA,"57,837","9,579,533"
1995,FL,Full-Service Providers,"85,769,777","60,078,878","16,472,743",NA,"5,170,740","167,492,138"
1995,GA,Full-Service Providers,"35,812,315","27,741,054","31,493,470",NA,"1,145,331","96,192,170"
1995,HI,Full-Service Providers,"2,606,284","2,721,151","3,802,683",NA,"57,490","9,187,608"
1995,IA,Full-Service Providers,"11,639,680","7,606,592","13,771,042",NA,"1,283,605","34,300,919"
1995,ID,Full-Service Providers,"6,193,159","5,291,053","7,843,133",NA,"292,501","19,619,846"
1995,IL,Full-Service Providers,"38,386,140","37,217,396","42,250,818",NA,"8,376,711","126,231,065"
1995,IN,Full-Service Providers,"26,560,115","18,123,180","41,776,936",NA,"545,726","87,005,957"
1995,KS,Full-Service Providers,"10,355,800","10,273,412","9,356,007",NA,"371,663","30,356,882"
1995,KY,Full-Service Providers,"20,537,145","10,524,271","40,490,216",NA,"2,996,566","74,548,198"
1995,LA,Full-Service Providers,"24,116,405","15,575,389","30,691,823",NA,"2,443,573","72,827,190"
1995,MA,Full-Service Providers,"15,992,797","19,893,756","10,026,006",NA,"597,725","46,510,284"
1995,MD,Full-Service Providers,"22,233,806","23,096,404","10,057,219",NA,"770,616","56,158,045"
1995,ME,Full-Service Providers,"3,628,879","2,835,160","4,959,345",NA,"137,918","11,561,302"
1995,MI,Full-Service Providers,"28,622,895","31,305,837","33,920,578",NA,"851,824","94,701,134"
1995,MN,Full-Service Providers,"16,974,435","9,699,907","26,577,059",NA,"707,370","53,958,771"
1995,MO,Full-Service Providers,"25,408,756","21,606,492","14,320,602",NA,"923,117","62,258,967"
1995,MS,Full-Service Providers,"14,181,239","7,539,403","15,477,114",NA,"670,724","37,868,480"
1995,MT,Full-Service Providers,"3,639,879","3,133,252","6,367,702",NA,"277,690","13,418,523"
1995,NC,Full-Service Providers,"39,506,250","29,194,750","34,062,921",NA,"1,908,835","104,672,756"
1995,ND,Full-Service Providers,"3,383,623","2,237,223","1,771,328",NA,"490,462","7,882,636"
1995,NE,Full-Service Providers,"7,596,719","5,986,221","5,801,512",NA,"1,508,027","20,892,479"
1995,NH,Full-Service Providers,"3,364,430","3,225,628","2,286,339",NA,"130,963","9,007,360"
1995,NJ,Full-Service Providers,"22,469,707","29,791,577","13,988,821",NA,"503,680","66,753,785"
1995,NM,Full-Service Providers,"4,124,028","5,094,369","5,650,560",NA,"1,546,589","16,415,546"
1995,NV,Full-Service Providers,"6,655,122","4,731,450","8,495,716",NA,"777,109","20,659,397"
1995,NY,Full-Service Providers,"39,887,485","52,751,202","25,317,222",NA,"12,514,808","130,470,717"
1995,OH,Full-Service Providers,"44,010,400","35,549,248","74,473,401",NA,"4,592,497","158,625,546"
1995,OK,Full-Service Providers,"16,319,162","11,114,527","11,714,291",NA,"2,244,472","41,392,452"
1995,OR,Full-Service Providers,"16,314,688","12,899,706","15,839,121",NA,"671,792","45,725,307"
1995,PA,Full-Service Providers,"42,801,877","34,543,587","47,527,881",NA,"1,377,252","126,250,597"
1995,RI,Full-Service Providers,"2,471,630","2,625,223","1,373,804",NA,"165,020","6,635,677"
1995,SC,Full-Service Providers,"21,392,287","14,020,035","28,818,612",NA,"843,461","65,074,395"
1995,SD,Full-Service Providers,"3,268,121","2,088,316","1,721,838",NA,"335,267","7,413,542"
1995,TN,Full-Service Providers,"30,966,826","5,176,066","44,827,805",NA,"1,059,632","82,030,329"
1995,TX,Full-Service Providers,"92,831,137","68,579,803","90,093,116",NA,"11,774,536","263,278,592"
1995,UT,Full-Service Providers,"5,040,743","5,642,481","6,957,294",NA,"819,722","18,460,240"
1995,VA,Full-Service Providers,"33,471,693","24,027,876","18,554,114",NA,"9,108,802","85,162,485"
1995,VT,Full-Service Providers,"1,973,274","1,604,646","1,484,095",NA,"42,087","5,104,102"
1995,WA,Full-Service Providers,"30,147,253","20,401,343","34,276,432",NA,"3,528,386","88,353,414"
1995,WI,Full-Service Providers,"18,634,995","14,893,291","23,690,037",NA,"748,581","57,966,904"
1995,WV,Full-Service Providers,"9,165,753","5,851,560","10,867,084",NA,"92,308","25,976,705"
1995,WY,Full-Service Providers,"1,939,252","2,329,722","6,816,611",NA,"112,950","11,198,535"
1995,US,Full-Service Providers,"1,042,501,471","862,684,775","1,012,693,350",NA,"95,406,993","3,013,286,589"
1994,AK,Total Electric Industry,"1,688,134","2,154,843","511,428",NA,"178,974","4,533,379"
1994,AL,Total Electric Industry,"23,158,543","11,844,229","31,918,985",NA,"658,919","67,580,676"
1994,AR,Total Electric Industry,"11,642,130","6,865,634","13,525,887",NA,"585,447","32,619,098"
1994,AZ,Total Electric Industry,"18,212,371","15,624,769","11,303,258",NA,"2,141,637","47,282,035"
1994,CA,Total Electric Industry,"68,866,355","76,924,502","59,863,696",NA,"8,029,749","213,684,302"
1994,CO,Total Electric Industry,"10,938,748","12,953,194","9,620,137",NA,"990,200","34,502,279"
1994,CT,Total Electric Industry,"10,898,426","10,844,625","5,916,930",NA,"365,690","28,025,671"
1994,DC,Total Electric Industry,"1,571,539","8,093,088","267,295",NA,"362,753","10,294,675"
1994,DE,Total Electric Industry,"3,107,179","2,684,562","3,446,827",NA,"60,403","9,298,971"
1994,FL,Total Electric Industry,"80,595,125","57,447,392","16,512,738",NA,"4,989,045","159,544,300"
1994,GA,Total Electric Industry,"32,734,558","26,161,354","29,942,276",NA,"1,074,896","89,913,084"
1994,HI,Total Electric Industry,"2,556,879","2,542,915","3,790,665",NA,"57,963","8,948,422"
1994,IA,Total Electric Industry,"11,061,653","7,477,060","13,224,138",NA,"1,276,400","33,039,251"
1994,ID,Total Electric Industry,"6,221,886","5,637,525","7,646,628",NA,"372,576","19,878,615"
1994,IL,Total Electric Industry,"35,705,729","35,662,744","41,765,360",NA,"8,356,215","121,490,048"
1994,IN,Total Electric Industry,"25,048,144","17,462,431","40,762,764",NA,"534,204","83,807,543"
1994,KS,Total Electric Industry,"10,130,537","10,110,627","9,001,458",NA,"371,199","29,613,821"
1994,KY,Total Electric Industry,"19,480,850","10,094,521","40,048,861",NA,"2,861,135","72,485,367"
1994,LA,Total Electric Industry,"22,628,608","15,040,773","29,869,646",NA,"2,592,779","70,131,806"
1994,MA,Total Electric Industry,"16,048,966","19,371,255","9,710,222",NA,"960,911","46,091,354"
1994,MD,Total Electric Industry,"21,666,119","13,253,587","19,037,490",NA,"794,427","54,751,623"
1994,ME,Total Electric Industry,"3,691,828","2,811,591","4,951,832",NA,"150,564","11,605,815"
1994,MI,Total Electric Industry,"27,174,208","30,411,630","32,716,794",NA,"857,355","91,159,987"
1994,MN,Total Electric Industry,"16,006,557","8,996,867","25,450,840",NA,"700,841","51,155,105"
1994,MO,Total Electric Industry,"24,056,901","20,613,575","14,106,043",NA,"916,239","59,692,758"
1994,MS,Total Electric Industry,"13,641,721","7,093,799","15,255,933",NA,"635,116","36,626,569"
1994,MT,Total Electric Industry,"3,566,917","3,096,032","5,960,540",NA,"560,645","13,184,134"
1994,NC,Total Electric Industry,"37,206,780","27,457,860","33,307,132",NA,"1,817,410","99,789,182"
1994,ND,Total Electric Industry,"3,242,829","1,884,264","2,011,279",NA,"542,392","7,680,764"
1994,NE,Total Electric Industry,"7,379,419","5,808,823","5,344,841",NA,"1,340,065","19,873,148"
1994,NH,Total Electric Industry,"3,430,562","3,220,992","2,182,353",NA,"122,314","8,956,221"
1994,NJ,Total Electric Industry,"22,153,557","29,357,664","14,251,230",NA,"495,142","66,257,593"
1994,NM,Total Electric Industry,"4,079,696","4,969,552","5,184,192",NA,"1,625,354","15,858,794"
1994,NV,Total Electric Industry,"6,844,708","4,611,836","7,774,863",NA,"804,864","20,036,271"
1994,NY,Total Electric Industry,"40,104,842","48,827,585","29,466,764",NA,"12,777,380","131,176,571"
1994,OH,Total Electric Industry,"41,791,275","34,053,066","74,010,054",NA,"4,522,314","154,376,709"
1994,OK,Total Electric Industry,"16,127,874","11,120,787","11,721,409",NA,"2,173,373","41,143,443"
1994,OR,Total Electric Industry,"16,462,155","12,659,575","15,071,945",NA,"777,067","44,970,742"
1994,PA,Total Electric Industry,"42,238,893","33,394,877","46,075,599",NA,"1,335,680","123,045,049"
1994,RI,Total Electric Industry,"2,456,722","2,562,933","1,378,453",NA,"173,738","6,571,846"
1994,SC,Total Electric Industry,"19,903,087","13,392,964","27,760,265",NA,"801,642","61,857,958"
1994,SD,Total Electric Industry,"3,147,027","1,919,411","1,762,095",NA,"345,521","7,174,054"
1994,TN,Total Electric Industry,"32,796,716","5,153,895","43,614,204",NA,"968,477","82,533,292"
1994,TX,Total Electric Industry,"89,792,702","66,467,121","90,329,333",NA,"11,590,581","258,179,737"
1994,UT,Total Electric Industry,"5,008,938","5,499,542","6,497,934",NA,"840,650","17,847,064"
1994,VA,Total Electric Industry,"32,343,035","22,947,822","18,153,521",NA,"8,765,760","82,210,138"
1994,VT,Total Electric Industry,"2,009,429","1,586,168","1,434,727",NA,"36,180","5,066,504"
1994,WA,Total Electric Industry,"29,672,858","19,752,439","34,065,131",NA,"3,642,969","87,133,397"
1994,WI,Total Electric Industry,"17,660,152","14,377,866","22,714,163",NA,"659,430","55,411,611"
1994,WV,Total Electric Industry,"8,662,897","5,539,452","10,481,537",NA,"91,822","24,775,708"
1994,WY,Total Electric Industry,"1,864,918","2,427,844","7,259,550",NA,"144,068","11,696,380"
1994,US,Total Electric Industry,"1,008,481,682","820,269,462","1,007,981,245",NA,"97,830,475","2,934,562,864"
1994,AK,Full-Service Providers,"1,688,134","2,154,843","511,428",NA,"178,974","4,533,379"
1994,AL,Full-Service Providers,"23,158,543","11,844,229","31,918,985",NA,"658,919","67,580,676"
1994,AR,Full-Service Providers,"11,642,130","6,865,634","13,525,887",NA,"585,447","32,619,098"
1994,AZ,Full-Service Providers,"18,212,371","15,624,769","11,303,258",NA,"2,141,637","47,282,035"
1994,CA,Full-Service Providers,"68,866,355","76,924,502","59,863,696",NA,"8,029,749","213,684,302"
1994,CO,Full-Service Providers,"10,938,748","12,953,194","9,620,137",NA,"990,200","34,502,279"
1994,CT,Full-Service Providers,"10,898,426","10,844,625","5,916,930",NA,"365,690","28,025,671"
1994,DC,Full-Service Providers,"1,571,539","8,093,088","267,295",NA,"362,753","10,294,675"
1994,DE,Full-Service Providers,"3,107,179","2,684,562","3,446,827",NA,"60,403","9,298,971"
1994,FL,Full-Service Providers,"80,595,125","57,447,392","16,512,738",NA,"4,989,045","159,544,300"
1994,GA,Full-Service Providers,"32,734,558","26,161,354","29,942,276",NA,"1,074,896","89,913,084"
1994,HI,Full-Service Providers,"2,556,879","2,542,915","3,790,665",NA,"57,963","8,948,422"
1994,IA,Full-Service Providers,"11,061,653","7,477,060","13,224,138",NA,"1,276,400","33,039,251"
1994,ID,Full-Service Providers,"6,221,886","5,637,525","7,646,628",NA,"372,576","19,878,615"
1994,IL,Full-Service Providers,"35,705,729","35,662,744","41,765,360",NA,"8,356,215","121,490,048"
1994,IN,Full-Service Providers,"25,048,144","17,462,431","40,762,764",NA,"534,204","83,807,543"
1994,KS,Full-Service Providers,"10,130,537","10,110,627","9,001,458",NA,"371,199","29,613,821"
1994,KY,Full-Service Providers,"19,480,850","10,094,521","40,048,861",NA,"2,861,135","72,485,367"
1994,LA,Full-Service Providers,"22,628,608","15,040,773","29,869,646",NA,"2,592,779","70,131,806"
1994,MA,Full-Service Providers,"16,048,966","19,371,255","9,710,222",NA,"960,911","46,091,354"
1994,MD,Full-Service Providers,"21,666,119","13,253,587","19,037,490",NA,"794,427","54,751,623"
1994,ME,Full-Service Providers,"3,691,828","2,811,591","4,951,832",NA,"150,564","11,605,815"
1994,MI,Full-Service Providers,"27,174,208","30,411,630","32,716,794",NA,"857,355","91,159,987"
1994,MN,Full-Service Providers,"16,006,557","8,996,867","25,450,840",NA,"700,841","51,155,105"
1994,MO,Full-Service Providers,"24,056,901","20,613,575","14,106,043",NA,"916,239","59,692,758"
1994,MS,Full-Service Providers,"13,641,721","7,093,799","15,255,933",NA,"635,116","36,626,569"
1994,MT,Full-Service Providers,"3,566,917","3,096,032","5,960,540",NA,"560,645","13,184,134"
1994,NC,Full-Service Providers,"37,206,780","27,457,860","33,307,132",NA,"1,817,410","99,789,182"
1994,ND,Full-Service Providers,"3,242,829","1,884,264","2,011,279",NA,"542,392","7,680,764"
1994,NE,Full-Service Providers,"7,379,419","5,808,823","5,344,841",NA,"1,340,065","19,873,148"
1994,NH,Full-Service Providers,"3,430,562","3,220,992","2,182,353",NA,"122,314","8,956,221"
1994,NJ,Full-Service Providers,"22,153,557","29,357,664","14,251,230",NA,"495,142","66,257,593"
1994,NM,Full-Service Providers,"4,079,696","4,969,552","5,184,192",NA,"1,625,354","15,858,794"
1994,NV,Full-Service Providers,"6,844,708","4,611,836","7,774,863",NA,"804,864","20,036,271"
1994,NY,Full-Service Providers,"40,104,842","48,827,585","29,466,764",NA,"12,777,380","131,176,571"
1994,OH,Full-Service Providers,"41,791,275","34,053,066","74,010,054",NA,"4,522,314","154,376,709"
1994,OK,Full-Service Providers,"16,127,874","11,120,787","11,721,409",NA,"2,173,373","41,143,443"
1994,OR,Full-Service Providers,"16,462,155","12,659,575","15,071,945",NA,"777,067","44,970,742"
1994,PA,Full-Service Providers,"42,238,893","33,394,877","46,075,599",NA,"1,335,680","123,045,049"
1994,RI,Full-Service Providers,"2,456,722","2,562,933","1,378,453",NA,"173,738","6,571,846"
1994,SC,Full-Service Providers,"19,903,087","13,392,964","27,760,265",NA,"801,642","61,857,958"
1994,SD,Full-Service Providers,"3,147,027","1,919,411","1,762,095",NA,"345,521","7,174,054"
1994,TN,Full-Service Providers,"32,796,716","5,153,895","43,614,204",NA,"968,477","82,533,292"
1994,TX,Full-Service Providers,"89,792,702","66,467,121","90,329,333",NA,"11,590,581","258,179,737"
1994,UT,Full-Service Providers,"5,008,938","5,499,542","6,497,934",NA,"840,650","17,847,064"
1994,VA,Full-Service Providers,"32,343,035","22,947,822","18,153,521",NA,"8,765,760","82,210,138"
1994,VT,Full-Service Providers,"2,009,429","1,586,168","1,434,727",NA,"36,180","5,066,504"
1994,WA,Full-Service Providers,"29,672,858","19,752,439","34,065,131",NA,"3,642,969","87,133,397"
1994,WI,Full-Service Providers,"17,660,152","14,377,866","22,714,163",NA,"659,430","55,411,611"
1994,WV,Full-Service Providers,"8,662,897","5,539,452","10,481,537",NA,"91,822","24,775,708"
1994,WY,Full-Service Providers,"1,864,918","2,427,844","7,259,550",NA,"144,068","11,696,380"
1994,US,Full-Service Providers,"1,008,481,682","820,269,462","1,007,981,245",NA,"97,830,475","2,934,562,864"
1993,AK,Total Electric Industry,"1,629,036","2,062,399","501,059",NA,"182,133","4,374,627"
1993,AL,Total Electric Industry,"22,627,783","11,254,231","30,523,625",NA,"652,036","65,057,675"
1993,AR,Total Electric Industry,"11,761,761","6,698,105","12,609,005",NA,"594,062","31,662,933"
1993,AZ,Total Electric Industry,"16,705,090","14,813,140","10,989,057",NA,"1,900,567","44,407,854"
1993,CA,Total Electric Industry,"67,358,692","79,058,161","56,189,186",NA,"7,893,887","210,499,926"
1993,CO,Total Electric Industry,"10,655,734","14,422,396","7,024,007",NA,"855,666","32,957,803"
1993,CT,Total Electric Industry,"10,596,641","10,676,841","5,597,348",NA,"367,657","27,238,487"
1993,DC,Total Electric Industry,"1,634,807","5,417,566","2,976,390",NA,"345,859","10,374,622"
1993,DE,Total Electric Industry,"3,043,825","2,604,586","3,416,811",NA,"55,912","9,121,134"
1993,FL,Total Electric Industry,"76,827,417","54,875,680","16,297,722",NA,"4,747,000","152,747,819"
1993,GA,Total Electric Industry,"33,866,821","25,168,564","29,084,291",NA,"1,071,365","89,191,041"
1993,HI,Total Electric Industry,"2,468,578","2,363,224","3,769,876",NA,"56,233","8,657,911"
1993,IA,Total Electric Industry,"11,103,104","7,268,933","12,465,070",NA,"1,266,803","32,103,910"
1993,ID,Total Electric Industry,"6,245,111","4,968,602","7,222,067",NA,"284,060","18,719,840"
1993,IL,Total Electric Industry,"35,225,722","34,354,863","40,249,440",NA,"7,956,350","117,786,375"
1993,IN,Total Electric Industry,"24,978,467","17,015,035","39,415,340",NA,"522,648","81,931,490"
1993,KS,Total Electric Industry,"9,986,318","9,753,228","8,702,319",NA,"366,520","28,808,385"
1993,KY,Total Electric Industry,"19,223,127","9,828,936","36,320,037",NA,"2,777,084","68,149,184"
1993,LA,Total Electric Industry,"22,430,246","14,398,302","28,439,211",NA,"2,488,066","67,755,825"
1993,MA,Total Electric Industry,"15,785,272","18,896,866","9,604,594",NA,"994,016","45,280,748"
1993,MD,Total Electric Industry,"21,546,122","11,316,965","20,200,632",NA,"808,685","53,872,404"
1993,ME,Total Electric Industry,"3,872,293","2,868,391","5,039,630",NA,"172,042","11,952,356"
1993,MI,Total Electric Industry,"26,770,174","28,930,387","30,571,544",NA,"1,316,497","87,588,602"
1993,MN,Total Electric Industry,"15,596,985","8,535,124","24,384,332",NA,"694,229","49,210,670"
1993,MO,Total Electric Industry,"24,182,047","19,914,076","13,617,994",NA,"907,952","58,622,069"
1993,MS,Total Electric Industry,"13,199,806","6,685,014","14,229,237",NA,"635,244","34,749,301"
1993,MT,Total Electric Industry,"3,597,987","3,026,077","5,836,579",NA,"468,584","12,929,227"
1993,NC,Total Electric Industry,"37,742,397","26,747,461","33,487,659",NA,"1,800,037","99,777,554"
1993,ND,Total Electric Industry,"3,209,081","1,830,759","1,904,643",NA,"487,475","7,431,958"
1993,NE,Total Electric Industry,"7,226,029","5,471,340","4,962,540",NA,"1,089,132","18,749,041"
1993,NH,Total Electric Industry,"3,420,322","2,122,570","3,099,592",NA,"118,485","8,760,969"
1993,NJ,Total Electric Industry,"22,042,043","28,493,042","14,595,879",NA,"489,682","65,620,646"
1993,NM,Total Electric Industry,"3,884,263","4,759,364","4,816,121",NA,"1,467,131","14,926,879"
1993,NV,Total Electric Industry,"6,280,698","4,297,615","7,180,913",NA,"739,625","18,498,851"
1993,NY,Total Electric Industry,"39,897,465","47,728,275","30,187,053",NA,"12,357,386","130,170,179"
