Year,Month,State,Utility Number,Utility Name,Data Status,Residential.Capacity,Commercial.Capacity,Industrial.Capacity,Transportation.Capacity,Total.Capacity,Residential.Customers,Commercial.Customers,Industrial.Customers,Transportation.Customers,Total.Customers
2015,10,WI,5574,East Central Energy,Final,0.054,0.000,0.000,0.000,0.054,8,0,0,0,8
2015,10,WI,11479,Madison Gas & Electric Co,Final,0.622,1.327,0.000,0.000,1.949,149,54,0,0,203
2015,10,WI,13697,North Central Power Co Inc,Final,0.041,0.000,0.000,0.000,0.041,7,0,0,0,7
2015,10,WI,13815,Northwestern Wisconsin Elec Co,Final,0.122,0.062,0.000,0.000,0.184,18,6,0,0,24
2015,10,WI,20847,Wisconsin Electric Power Co,Final,2.751,2.870,0.010,0.000,5.631,455,191,1,0,647
2015,10,WI,20856,Wisconsin Power & Light Co,Final,1.750,1.642,0.000,0.000,3.392,313,155,0,0,468
2015,10,WI,20860,Wisconsin Public Service Corp,Final,1.976,2.492,0.000,0.000,4.468,355,173,0,0,528
2015,10,WI,99999,State Adjustment,Final,3.453,0.465,0.024,.,3.942,.,.,.,.,.
2015,10,WV,733,Appalachian Power Co,Final,0.321,0.310,0.005,0.000,0.636,71,24,1,0,96
2015,10,WV,12796,Monongahela Power Co,Final,0.476,0.232,0.000,0.000,0.708,113,17,0,0,130
2015,10,WV,15263,The Potomac Edison Company,Final,1.523,0.129,0.000,0.000,1.652,226,16,0,0,242
2015,10,WV,20521,Wheeling Power Co,Final,0.156,0.005,0.000,0.000,0.161,18,1,0,0,19
2015,10,WV,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.
2015,10,WY,3461,Cheyenne Light Fuel & Power d/b/a Black,Final,0.290,0.078,0.000,0.000,0.368,110,7,0,0,117
2015,10,WY,7222,City of Gillette - (WY),Final,0.016,0.000,0.000,0.000,0.016,2,0,0,0,2
2015,10,WY,8566,High Plains Power Inc,Final,0.185,0.043,0.000,0.000,0.228,35,5,0,0,40
2015,10,WY,11273,Lower Valley Energy Inc,Final,0.218,0.228,0.213,0.000,0.659,52,15,7,0,74
2015,10,WY,14354,PacifiCorp,Final,0.577,0.450,0.000,0.000,1.027,157,51,0,0,208
2015,10,WY,19156,Powder River Energy Corp,Final,0.113,0.072,0.000,0.000,0.185,24,4,0,0,28
2015,10,WY,27058,"High West Energy, Inc",Final,0.124,0.000,0.004,0.000,0.128,62,0,1,0,63
2015,10,WY,99999,State Adjustment,Final,0.353,0.076,.,.,0.429,.,.,.,.,.
2015,11,AK,219,Alaska Power and Telephone Co,Final,0.012,0.011,0.000,0.000,0.023,3,1,0,0,4
2015,11,AK,599,Anchorage Municipal Light and Power,Final,0.026,0.043,0.000,0.000,0.069,10,5,0,0,15
2015,11,AK,3522,Chugach Electric Assn Inc,Final,0.039,0.067,0.000,0.000,0.106,10,9,0,0,19
2015,11,AK,7353,Golden Valley Elec Assn Inc,Final,0.291,0.112,0.043,0.000,0.446,67,15,4,0,86
2015,11,AK,11824,Matanuska Electric Assn Inc,Final,0.172,0.033,0.000,0.000,0.205,47,8,0,0,55
2015,11,AK,19558,Homer Electric Assn Inc,Final,0.229,0.052,0.000,0.000,0.281,70,11,0,0,81
2015,11,AK,99999,State Adjustment,Final,0.041,.,.,.,0.041,.,.,.,.,.
2015,11,AL,195,Alabama Power Co,Final,0.265,0.207,0.040,0.000,0.512,61,17,1,0,79
2015,11,AL,99999,State Adjustment,Final,0.082,.,.,.,0.082,.,.,.,.,.
2015,11,AR,814,Entergy Arkansas Inc,Final,0.702,0.268,0.000,0.000,0.970,131,21,0,0,152
2015,11,AR,817,Arkansas Valley Elec Coop Corp,Final,0.124,0.017,0.000,0.000,0.141,25,1,0,0,26
2015,11,AR,3093,Carroll Electric Coop Corp - (AR),Final,0.482,0.000,0.000,0.000,0.482,89,0,0,0,89
2015,11,AR,5860,Empire District Electric Co,Final,0.012,0.000,0.000,0.000,0.012,1,0,0,0,1
2015,11,AR,6342,First Electric Coop Corp,Final,0.209,0.000,0.000,0.000,0.209,39,0,0,0,39
2015,11,AR,13718,City of North Little Rock - (AR),Final,0.050,1.200,0.000,0.000,1.250,3,5,0,0,8
2015,11,AR,14063,Oklahoma Gas & Electric Co,Final,0.068,0.039,0.000,0.000,0.107,13,5,0,0,18
2015,11,AR,17698,Southwestern Electric Power Co,Final,0.062,0.417,0.000,0.000,0.479,18,14,0,0,32
2015,11,AR,99999,State Adjustment,Final,0.820,0.040,.,.,0.860,.,.,.,.,.
2015,11,AZ,176,Ajo Improvement Co,Final,0.000,0.033,0.000,0.000,0.033,0,3,0,0,3
2015,11,AZ,803,Arizona Public Service Co,Final,229.850,203.080,0.000,0.000,432.930,"38,055","1,183",0,0,"39,238"
2015,11,AZ,12919,Morenci Water and Electric,Final,0.000,0.033,0.000,0.000,0.033,0,3,0,0,3
2015,11,AZ,16572,Salt River Project,Final,97.530,18.420,2.780,0.000,118.730,"14,778",322,48,0,"15,148"
2015,11,AZ,19189,Trico Electric Cooperative Inc,Final,8.492,6.760,0.000,0.000,15.252,"1,271",25,0,0,"1,296"
2015,11,AZ,19728,"UNS Electric, Inc",Final,13.917,5.592,0.772,0.000,20.281,"1,732",111,14,0,"1,857"
2015,11,AZ,21538,"Mohave Electric Cooperative, I",Final,3.123,1.593,0.000,0.000,4.716,459,66,0,0,525
2015,11,AZ,24211,Tucson Electric Power Co,Final,61.090,1.604,70.952,0.000,133.646,"8,871",70,290,0,"9,231"
2015,11,AZ,99999,State Adjustment,Final,13.698,4.480,.,.,18.178,.,.,.,.,.
2015,11,CA,9216,Imperial Irrigation District,Final,12.415,22.010,0.000,0.000,34.425,"2,249",144,0,0,"2,393"
2015,11,CA,11208,Los Angeles Department of Water & Power,Final,88.270,60.780,0.000,0.000,149.050,"18,249",743,0,0,"18,992"
2015,11,CA,12745,Modesto Irrigation District,Final,13.818,6.280,6.665,0.000,26.763,"2,515",71,22,0,"2,608"
2015,11,CA,14328,Pacific Gas & Electric Co,Final,"1,020.007",368.314,395.300,0.000,"1,783.621","202,175","5,768","1,675",0,"209,618"
2015,11,CA,14354,PacifiCorp,Final,1.375,1.463,0.587,0.000,3.425,181,25,7,0,213
2015,11,CA,14534,City of Pasadena - (CA),Final,2.879,3.452,0.000,0.000,6.331,751,42,0,0,793
2015,11,CA,16534,Sacramento Municipal Util Dist,Final,43.660,22.506,16.930,0.000,83.096,"10,913",281,47,0,"11,241"
2015,11,CA,16609,San Diego Gas & Electric Co,Final,351.847,65.593,34.628,0.000,452.068,"69,455","1,302",43,0,"70,800"
2015,11,CA,17609,Southern California Edison Co,Final,762.787,221.624,212.296,0.000,"1,196.707","148,285","3,701",492,0,"152,478"
2015,11,CA,17612,Bear Valley Electric Service,Final,2.014,0.000,0.000,0.000,2.014,266,0,0,0,266
2015,11,CA,19281,Turlock Irrigation District,Final,7.690,0.435,17.047,0.000,25.172,"1,190",29,93,0,"1,312"
2015,11,CA,99999,State Adjustment,Final,48.296,30.944,2.733,.,81.973,.,.,.,.,.
2015,11,CO,3989,City of Colorado Springs - (CO),Final,1.957,4.596,0.000,0.000,6.553,424,70,0,0,494
2015,11,CO,6604,City of Fort Collins - (CO),Final,1.971,0.888,1.380,0.000,4.239,397,52,3,0,452
2015,11,CO,9336,Intermountain Rural Elec Assn,Final,5.782,0.056,0.000,0.000,5.838,974,4,0,0,978
2015,11,CO,12866,Moon Lake Electric Assn Inc,Final,0.000,0.100,0.000,0.000,0.100,0,5,0,0,5
2015,11,CO,15257,"Poudre Valley R  E  A, Inc",Final,1.432,0.114,0.020,0.000,1.566,225,11,1,0,237
2015,11,CO,15466,Public Service Co of Colorado,Final,135.273,111.030,0.624,0.000,246.927,"24,444","2,150",11,0,"26,605"
2015,11,CO,16603,"San Luis Valley R E C, Inc",Final,0.236,0.096,0.030,0.000,0.362,59,10,2,0,71
2015,11,CO,19499,"United Power, Inc",Final,6.422,0.201,0.021,0.000,6.644,"1,065",11,1,0,"1,077"
2015,11,CO,27058,"High West Energy, Inc",Final,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1
2015,11,CO,56146,Black Hills/Colorado Elec.Util,Final,3.671,5.911,1.900,0.000,11.482,616,183,2,0,801
2015,11,CO,99999,State Adjustment,Final,18.129,2.547,0.573,.,21.249,.,.,.,.,.
2015,11,CT,4176,Connecticut Light & Power Co,Final,77.979,71.526,9.437,0.000,158.942,"11,528",761,24,0,"12,313"
2015,11,CT,7716,Groton Dept of Utilities - (CT),Final,4.037,0.000,0.000,0.000,4.037,795,0,0,0,795
2015,11,CT,19497,United Illuminating Co,Final,12.453,13.487,1.551,0.000,27.491,"2,022",115,13,0,"2,150"
2015,11,CT,20038,Town of Wallingford - (CT),Final,0.010,0.263,0.000,0.000,0.273,3,2,0,0,5
2015,11,CT,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.
2015,11,DC,15270,Potomac Electric Power Co,Final,6.231,4.141,0.000,0.000,10.372,"1,500",97,0,0,"1,597"
2015,11,DC,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.
2015,11,DE,5027,Delmarva Power,Final,13.594,10.219,2.505,0.000,26.318,"2,025",196,8,0,"2,229"
2015,11,DE,5070,Delaware Electric Cooperative,Final,5.015,2.029,0.000,0.000,7.044,714,43,0,0,757
2015,11,DE,5335,City of Dover - (DE),Final,0.440,1.064,0.000,0.000,1.504,62,21,0,0,83
2015,11,DE,13519,City of Newark - (DE),Final,0.078,0.000,0.073,0.000,0.151,51,0,6,0,57
2015,11,DE,99999,State Adjustment,Final,0.046,0.546,.,.,0.592,.,.,.,.,.
2015,11,FL,6452,Florida Power & Light Co,Final,19.612,23.872,0.000,0.000,43.484,"3,399",792,0,0,"4,191"
2015,11,FL,6455,"Duke Energy Florida, Inc",Final,13.931,9.911,3.064,0.000,26.906,"2,564",318,7,0,"2,889"
2015,11,FL,6457,Florida Public Utilities Co,Final,0.343,0.000,0.000,0.000,0.343,69,0,0,0,69
2015,11,FL,7801,Gulf Power Co,Final,1.850,0.331,0.000,0.000,2.181,359,110,0,0,469
2015,11,FL,9617,JEA,Final,3.015,0.406,0.000,0.000,3.421,449,28,0,0,477
2015,11,FL,18454,Tampa Electric Co,Final,4.767,4.964,0.000,0.000,9.731,682,104,0,0,786
2015,11,FL,99999,State Adjustment,Final,13.839,10.401,0.247,.,24.487,.,.,.,.,.
2015,11,GA,3916,Cobb Electric Membership Corp,Final,0.436,0.198,0.000,0.000,0.634,96,7,0,0,103
2015,11,GA,99999,State Adjustment,Final,4.989,2.802,2.122,.,9.913,.,.,.,.,.
2015,11,HI,8287,Hawaii Electric Light Co Inc,Final,43.880,12.895,1.682,0.000,58.457,"8,884",483,36,0,"9,403"
2015,11,HI,10071,Kauai Island Utility Cooperative,Final,11.445,6.210,0.000,0.000,17.655,"2,869",245,0,0,"3,114"
2015,11,HI,11843,Maui Electric Co Ltd,Final,45.993,16.875,0.000,0.000,62.868,"8,512",603,0,0,"9,115"
2015,11,HI,19547,Hawaiian Electric Co Inc,Final,183.621,35.052,0.000,0.000,218.673,"39,532","1,008",0,0,"40,540"
2015,11,HI,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.
2015,11,IA,9417,Interstate Power and Light Co,Final,6.957,19.901,0.801,0.000,27.659,774,689,24,0,"1,487"
2015,11,IA,12341,MidAmerican Energy Co,Final,1.187,2.076,2.356,0.000,5.619,168,74,4,0,246
2015,11,IA,99999,State Adjustment,Final,2.643,0.248,0.080,.,2.971,.,.,.,.,.
2015,11,ID,9187,City of Idaho Falls - (ID),Final,0.026,0.075,0.000,0.000,0.101,6,6,0,0,12
2015,11,ID,9191,Idaho Power Co,Final,2.968,1.545,0.133,0.000,4.646,584,103,2,0,689
2015,11,ID,10454,Kootenai Electric Cooperative,Final,0.091,0.000,0.000,0.000,0.091,19,0,0,0,19
2015,11,ID,11273,Lower Valley Energy Inc,Final,0.024,0.000,0.000,0.000,0.024,3,0,0,0,3
2015,11,ID,14354,PacifiCorp,Final,0.646,0.362,0.000,0.000,1.008,136,24,0,0,160
2015,11,ID,20169,Avista Corp,Final,0.165,0.226,0.000,0.000,0.391,36,11,0,0,47
2015,11,ID,99999,State Adjustment,Final,0.109,.,.,.,0.109,.,.,.,.,.
2015,11,IL,4110,Commonwealth Edison Co,Final,2.730,6.310,0.000,0.000,9.040,514,95,0,0,609
2015,11,IL,12341,MidAmerican Energy Co,Final,0.057,2.362,0.000,0.000,2.419,12,5,0,0,17
2015,11,IL,13032,Mt Carmel Public Utility Co,Final,0.015,0.010,0.000,0.000,0.025,3,1,0,0,4
2015,11,IL,56697,Ameren Illinois Company,Final,2.237,1.197,0.000,0.000,3.434,402,118,0,0,520
2015,11,IL,99999,State Adjustment,Final,1.835,0.538,0.135,.,2.508,.,.,.,.,.
2015,11,IN,9273,Indianapolis Power & Light Co,Final,0.326,0.103,0.000,0.000,0.429,71,10,0,0,81
2015,11,IN,9324,Indiana Michigan Power Co,Final,0.495,0.438,0.000,0.000,0.933,88,32,0,0,120
2015,11,IN,13756,Northern Indiana Pub Serv Co,Final,0.404,2.358,0.000,0.000,2.762,81,17,0,0,98
2015,11,IN,15470,"Duke Energy Indiana, LLC",Final,1.771,3.777,0.000,0.000,5.548,313,81,0,0,394
2015,11,IN,17633,Southern Indiana Gas & Elec Co,Final,0.912,0.222,0.000,0.000,1.134,118,13,0,0,131
2015,11,IN,99999,State Adjustment,Final,1.520,0.071,0.017,.,1.608,.,.,.,.,.
2015,11,KS,9996,City of Kansas City - (KS),Final,0.039,0.018,0.000,0.000,0.057,6,2,0,0,8
2015,11,KS,10000,Kansas City Power & Light Co,Final,0.364,0.306,0.000,0.000,0.670,68,16,0,0,84
2015,11,KS,10005,Kansas Gas & Electric Co,Final,0.374,0.424,0.000,0.000,0.798,77,18,0,0,95
2015,11,KS,22500,Westar Energy Inc,Final,1.279,1.389,0.000,0.000,2.668,231,61,0,0,292
2015,11,KS,99999,State Adjustment,Final,0.281,0.038,.,.,0.319,.,.,.,.,.
2015,11,KY,9964,Kenergy Corp,Final,0.059,0.000,0.000,0.000,0.059,9,0,0,0,9
2015,11,KY,10171,Kentucky Utilities Co,Final,0.570,0.188,0.000,0.000,0.758,92,19,0,0,111
2015,11,KY,11249,Louisville Gas & Electric Co,Final,0.682,0.310,0.000,0.000,0.992,178,28,0,0,206
2015,11,KY,17564,South Kentucky Rural E C C,Final,0.047,0.060,0.000,0.000,0.107,9,2,0,0,11
2015,11,KY,19446,Duke Energy Kentucky,Final,0.107,0.483,0.000,0.000,0.590,25,10,0,0,35
2015,11,KY,22053,Kentucky Power Co,Final,0.045,0.094,0.000,0.000,0.139,4,6,0,0,10
2015,11,KY,49998,City of Berea Municipal Utility,Final,0.013,0.154,0.000,0.000,0.167,6,5,0,0,11
2015,11,KY,99999,State Adjustment,Final,0.582,0.197,.,.,0.779,.,.,.,.,.
2015,11,LA,3265,Cleco Power LLC,Final,13.878,1.024,0.000,0.000,14.902,"2,370",96,0,0,"2,466"
2015,11,LA,11241,Entergy Louisiana LLC,Final,47.011,1.447,0.000,0.000,48.458,"7,858",477,0,0,"8,335"
2015,11,LA,13478,Entergy New Orleans Inc,Final,32.874,0.874,0.000,0.000,33.748,"6,340",33,0,0,"6,373"
2015,11,LA,17698,Southwestern Electric Power Co,Final,7.238,0.319,0.000,0.000,7.557,"1,283",118,0,0,"1,401"
2015,11,LA,99999,State Adjustment,Final,20.671,1.163,.,.,21.834,.,.,.,.,.
2015,11,MA,6374,Fitchburg Gas & Elec Light Co,Final,3.953,5.006,0.602,0.000,9.561,627,18,3,0,648
2015,11,MA,8774,City of Holyoke - (MA),Final,0.024,0.004,0.000,0.000,0.028,3,3,0,0,6
2015,11,MA,11804,Massachusetts Electric Co,Final,122.055,321.952,0.000,0.000,444.007,"19,687","2,300",0,0,"21,987"
2015,11,MA,13206,Nantucket Electric Co,Final,0.079,0.360,0.000,0.000,0.439,17,3,0,0,20
2015,11,MA,15748,Town of Reading - (MA),Final,0.244,0.000,0.915,0.000,1.159,37,0,6,0,43
2015,11,MA,20455,Western Massachusetts Electric Company,Final,17.920,35.506,1.522,0.000,54.948,"2,879",191,7,0,"3,077"
2015,11,MA,54913,NSTAR Electric Company,Final,83.582,206.319,36.329,0.000,326.230,"12,897","1,046",187,0,"14,130"
2015,11,MA,99999,State Adjustment,Final,6.832,3.589,0.399,.,10.820,.,.,.,.,.
2015,11,MD,1167,Baltimore Gas & Electric Co,Final,66.794,39.600,0.000,0.000,106.394,"10,557",362,0,0,"10,919"
2015,11,MD,5027,Delmarva Power,Final,11.208,17.550,1.017,0.000,29.775,"1,090",89,2,0,"1,181"
2015,11,MD,15263,The Potomac Edison Company,Final,16.061,8.602,8.137,0.000,32.800,"1,991",80,6,0,"2,077"
2015,11,MD,15270,Potomac Electric Power Co,Final,41.691,19.247,0.000,0.000,60.938,"5,081",95,0,0,"5,176"
2015,11,MD,99999,State Adjustment,Final,15.324,9.400,6.295,.,31.019,.,.,.,.,.
2015,11,ME,1179,Emera Maine,Final,1.697,1.508,0.626,0.000,3.831,378,97,2,0,477
2015,11,ME,3266,Central Maine Power Co,Final,9.464,6.343,0.000,0.000,15.807,"1,820",224,0,0,"2,044"
2015,11,ME,99999,State Adjustment,Final,0.279,0.005,.,.,0.284,.,.,.,.,.
2015,11,MI,392,Alpena Power Co,Final,0.003,0.010,0.000,0.000,0.013,17,2,0,0,19
2015,11,MI,3828,Cloverland Electric Co-op,Final,0.094,0.025,0.000,0.000,0.119,23,7,0,0,30
2015,11,MI,4254,Consumers Energy Co,Final,1.704,1.727,0.000,0.000,3.431,334,75,0,0,409
2015,11,MI,5109,DTE Electric Company,Final,6.913,4.571,0.247,0.000,11.731,"1,060",249,11,0,"1,320"
2015,11,MI,9324,Indiana Michigan Power Co,Final,0.137,0.081,0.006,0.000,0.224,25,7,1,0,33
2015,11,MI,10704,City of Lansing - (MI),Final,0.013,0.010,0.000,0.000,0.023,5,3,0,0,8
2015,11,MI,19578,Upper Peninsula Power Company,Final,0.527,0.008,0.000,0.000,0.535,98,3,0,0,101
2015,11,MI,20847,Wisconsin Electric Power Co,Final,0.127,0.038,0.000,0.000,0.165,22,6,0,0,28
2015,11,MI,20860,Wisconsin Public Service Corp,Final,0.013,0.000,0.000,0.000,0.013,5,0,0,0,5
2015,11,MI,99999,State Adjustment,Final,0.695,0.612,0.283,.,1.590,.,.,.,.,.
2015,11,MN,689,Connexus Energy,Final,0.255,0.000,0.160,0.000,0.415,33,0,1,0,34
2015,11,MN,5574,East Central Energy,Final,0.340,0.142,0.000,0.000,0.482,36,11,0,0,47
2015,11,MN,12647,"ALLETE, Inc.",Final,0.620,0.464,0.002,0.000,1.086,103,37,1,0,141
2015,11,MN,13781,Northern States Power Co - Minnesota,Final,5.953,9.892,1.461,0.000,17.306,936,362,46,0,"1,344"
2015,11,MN,14232,Otter Tail Power Co,Final,0.148,0.251,0.000,0.000,0.399,12,16,0,0,28
2015,11,MN,16181,Rochester Public Utilities,Final,0.233,0.075,0.000,0.000,0.308,39,4,0,0,43
2015,11,MN,17267,Sioux Valley SW Elec Coop,Final,0.156,0.063,0.000,0.000,0.219,6,3,0,0,9
2015,11,MN,20996,Wright-Hennepin Coop Elec Assn,Final,0.170,0.022,0.000,0.000,0.192,14,2,0,0,16
2015,11,MN,25177,Dakota Electric Association,Final,0.376,0.245,0.000,0.000,0.621,42,15,0,0,57
2015,11,MN,99999,State Adjustment,Final,2.649,1.037,0.054,.,3.740,.,.,.,.,.
2015,11,MO,4675,Cuivre River Electric Coop Inc,Final,0.053,0.000,0.000,0.000,0.053,8,0,0,0,8
2015,11,MO,5860,Empire District Electric Co,Final,2.005,0.564,0.056,0.000,2.625,199,15,3,0,217
2015,11,MO,9231,City of Independence - (MO),Final,0.006,0.081,0.000,0.000,0.087,3,7,0,0,10
2015,11,MO,10000,Kansas City Power & Light Co,Final,5.093,15.073,0.000,0.000,20.166,424,673,0,0,"1,097"
2015,11,MO,12698,KCP&L Greater Missouri Operations Co.,Final,16.220,13.904,0.532,0.000,30.656,895,618,17,0,"1,530"
2015,11,MO,17833,City Utilities of Springfield - (MO),Final,0.067,0.072,0.000,0.000,0.139,13,5,0,0,18
2015,11,MO,19436,Union Electric Co - (MO),Final,21.326,32.828,0.000,0.000,54.154,"2,243","1,466",0,0,"3,709"
2015,11,MO,99999,State Adjustment,Final,2.136,0.356,.,.,2.492,.,.,.,.,.
2015,11,MS,3841,Coast Electric Power Assn,Final,0.046,0.110,0.000,0.000,0.156,8,2,0,0,10
2015,11,MS,17647,Southern Pine Elec Power Assn,Final,0.026,0.125,0.000,0.000,0.151,3,2,0,0,5
2015,11,MS,99999,State Adjustment,Final,0.112,.,.,.,0.112,.,.,.,.,.
2015,11,MT,6395,Flathead Electric Coop Inc,Final,0.129,0.026,0.000,0.000,0.155,32,6,0,0,38
2015,11,MT,12692,"Missoula Electric Coop, Inc",Final,0.111,0.015,0.000,0.000,0.126,23,2,0,0,25
2015,11,MT,12825,NorthWestern Energy LLC - (MT),Final,4.502,2.617,0.000,0.000,7.119,"1,208",330,0,0,"1,538"
2015,11,MT,19603,USBIA-Mission Valley Power,Final,0.045,0.000,0.000,0.000,0.045,13,0,0,0,13
2015,11,MT,20997,Yellowstone Valley Elec Co-op,Final,0.077,0.000,0.000,0.000,0.077,11,0,0,0,11
2015,11,MT,99999,State Adjustment,Final,0.548,0.132,.,.,0.680,.,.,.,.,.
2015,11,NC,3046,Duke Energy Progress - (NC),Final,6.245,4.942,0.000,0.000,11.187,"1,474",110,0,0,"1,584"
2015,11,NC,5416,"Duke Energy Carolinas, LLC",Final,6.413,4.369,1.111,0.000,11.893,"1,399",119,3,0,"1,521"
2015,11,NC,9837,Jones-Onslow Elec Member Corp,Final,0.102,0.000,0.000,0.000,0.102,24,0,0,0,24
2015,11,NC,16496,Rutherford Elec Member Corp,Final,0.397,0.000,0.000,0.000,0.397,78,0,0,0,78
2015,11,NC,19876,Virginia Electric & Power Co,Final,0.151,0.430,0.000,0.000,0.581,35,13,0,0,48
2015,11,NC,24889,Brunswick Electric Member Corp,Final,0.664,0.290,0.000,0.000,0.954,83,6,0,0,89
2015,11,NC,99999,State Adjustment,Final,1.925,0.950,.,.,2.875,.,.,.,.,.
2015,11,ND,12301,Nodak Electric Coop Inc,Final,0.180,0.000,0.060,0.000,0.240,10,0,2,0,12
2015,11,ND,14232,Otter Tail Power Co,Final,0.014,0.056,0.000,0.000,0.070,2,3,0,0,5
2015,11,ND,19790,Verendrye Electric Coop Inc,Final,0.034,0.000,0.000,0.000,0.034,4,0,0,0,4
2015,11,ND,24949,Cass County Elec Coop Inc,Final,0.421,0.000,0.000,0.000,0.421,37,0,0,0,37
2015,11,ND,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.
2015,11,NE,4373,Cornhusker Public Power Dist,Final,0.043,0.000,0.000,0.000,0.043,3,0,0,0,3
2015,11,NE,6779,City of Fremont - (NE),Final,0.006,0.000,0.000,0.000,0.006,1,0,0,0,1
2015,11,NE,11018,Lincoln Electric System,Final,0.197,0.071,0.007,0.000,0.275,31,14,2,0,47
2015,11,NE,11251,Loup River Public Power Dist,Final,0.000,0.000,0.058,0.000,0.058,0,0,2,0,2
2015,11,NE,12539,Midwest Electric Member Corp,Final,0.052,0.000,0.000,0.000,0.052,3,0,0,0,3
2015,11,NE,13337,Nebraska Public Power District,Final,0.081,0.145,0.000,0.000,0.226,20,25,0,0,45
2015,11,NE,13664,Norris Public Power District,Final,0.210,0.023,0.000,0.000,0.233,30,5,0,0,35
2015,11,NE,14127,Omaha Public Power District,Final,0.247,0.035,0.000,0.000,0.282,43,5,0,0,48
2015,11,NE,17642,Southern Public Power District,Final,0.093,0.003,0.000,0.000,0.096,10,1,0,0,11
2015,11,NE,99999,State Adjustment,Final,0.148,0.017,.,.,0.165,.,.,.,.,.
2015,11,NH,13441,New Hampshire Elec Coop Inc,Final,3.256,0.790,0.661,0.000,4.707,571,44,6,0,621
2015,11,NH,15472,Public Service Co of NH,Final,10.653,7.789,0.478,0.000,18.920,"1,780",241,13,0,"2,034"
2015,11,NH,24590,Unitil Energy Systems,Final,1.703,0.709,0.156,0.000,2.568,248,30,3,0,281
2015,11,NH,26510,Liberty Utilities (Granite State Electri,Final,1.280,0.419,0.000,0.000,1.699,230,17,0,0,247
2015,11,NH,99999,State Adjustment,Final,0.145,.,.,.,0.145,.,.,.,.,.
2015,11,NJ,963,Atlantic City Electric Co,Final,64.051,76.104,20.074,0.000,160.229,"7,669",724,36,0,"8,429"
2015,11,NJ,9726,Jersey Central Power & Lt Co,Final,125.163,171.356,13.337,0.000,309.856,"15,878","1,324",26,0,"17,228"
2015,11,NJ,15477,Public Service Elec & Gas Co,Final,83.162,373.921,12.968,0.000,470.051,"14,806","2,145",29,0,"16,980"
2015,11,NJ,16213,Rockland Electric Co,Final,1.902,9.965,0.072,0.000,11.939,247,89,1,0,337
2015,11,NJ,99999,State Adjustment,Final,1.331,3.925,10.453,.,15.709,.,.,.,.,.
2015,11,NM,3287,"Central Valley Elec Coop, Inc",Final,0.011,0.000,0.000,0.000,0.011,3,0,0,0,3
2015,11,NM,5701,El Paso Electric Co,Final,9.508,2.008,0.000,0.000,11.516,"1,954",103,0,0,"2,057"
2015,11,NM,6204,City of Farmington - (NM),Final,0.338,0.099,0.000,0.000,0.437,78,13,0,0,91
2015,11,NM,11204,Los Alamos County,Final,0.260,0.000,0.000,0.000,0.260,57,0,0,0,57
2015,11,NM,15473,Public Service Co of NM,Final,26.307,33.246,0.000,0.000,59.553,"5,290",458,0,0,"5,748"
2015,11,NM,17718,Southwestern Public Service Co,Final,0.447,7.006,0.546,0.000,7.999,52,85,3,0,140
2015,11,NM,99999,State Adjustment,Final,8.075,1.269,.,.,9.344,.,.,.,.,.
2015,11,NV,2008,City of Boulder City - (NV),Final,0.014,0.331,0.000,0.000,0.345,5,3,0,0,8
2015,11,NV,13073,"Mt Wheeler Power, Inc",Final,0.017,0.126,0.000,0.000,0.143,3,5,0,0,8
2015,11,NV,13407,Nevada Power Co,Final,82.049,19.976,7.817,0.000,109.842,"13,322",335,68,0,"13,725"
2015,11,NV,17166,Sierra Pacific Power Co,Final,9.287,35.012,0.483,0.000,44.782,"1,728",486,4,0,"2,218"
2015,11,NV,19840,"Valley Electric Assn, Inc",Final,0.969,0.101,0.000,0.000,1.070,140,13,0,0,153
2015,11,NV,99999,State Adjustment,Final,0.417,.,0.030,.,0.447,.,.,.,.,.
2015,11,NY,3249,Central Hudson Gas & Elec Corp,Final,30.126,13.772,0.000,0.000,43.898,"4,368",360,0,0,"4,728"
2015,11,NY,4226,Consolidated Edison Co-NY Inc,Final,36.855,51.038,0.000,0.000,87.893,"5,297",858,0,0,"6,155"
2015,11,NY,11171,Long Island Power Authority,Final,121.064,31.456,0.000,0.000,152.520,"19,459",985,0,0,"20,444"
2015,11,NY,13511,New York State Elec & Gas Corp,Final,26.844,31.641,0.000,0.000,58.485,"3,801",518,0,0,"4,319"
2015,11,NY,13573,Niagara Mohawk Power Corp.,Final,58.380,58.020,7.660,0.000,124.060,"8,277","1,240",22,0,"9,539"
2015,11,NY,14154,Orange & Rockland Utils Inc,Final,20.643,6.960,2.360,0.000,29.963,"2,972",109,2,0,"3,083"
2015,11,NY,16183,Rochester Gas & Electric Corp,Final,3.577,9.861,0.000,0.000,13.438,545,112,0,0,657
2015,11,NY,99999,State Adjustment,Final,0.081,.,0.034,.,0.115,.,.,.,.,.
2015,11,OH,3542,Duke Energy Ohio Inc,Final,1.955,14.288,0.000,0.000,16.243,382,148,0,0,530
