seqID,gender,age,ethnicity,hhSize,hhChild,hhTeen,hhElder,hhIncomeAnnual
81981,Female,3,Hispanic,3,1,0,0,14
81982,Female,55,Black,4,0,1,2,5
81983,Female,72,Black,3,0,0,2,15
81984,Female,6,Asian,7,1,2,0,15
81985,Male,21,White,5,0,1,0,15
81986,Male,6,Hispanic,4,1,1,0,12
81987,Female,80,Asian,6,1,2,2,7
81988,Male,65,White,1,0,0,1,3
81989,Female,46,Hispanic,2,0,0,0,3
81990,Female,3,White,6,1,3,0,15
81991,Female,12,Black,6,2,2,0,8
81992,Female,51,Asian,4,0,0,0,14
81993,Male,43,Asian,4,1,1,0,15
81994,Male,80,White,2,0,0,2,9
81995,Male,74,Asian,2,0,0,2,99
81996,Male,48,Hispanic,5,0,3,0,77
81997,Male,80,White,4,0,0,3,5
81998,Female,56,White,2,0,0,0,NA
81999,Male,3,Black,7,2,3,0,8
82000,Male,6,White,5,1,2,0,14
82001,Male,50,White,4,0,1,0,9
82002,Female,28,White,4,0,0,2,15
82003,Female,22,White,2,0,0,0,15
82004,Male,1,Black,6,2,1,0,6
82005,Male,68,Asian,2,0,0,2,6
82006,Male,46,Black,3,0,0,0,8
82007,Female,55,White,2,0,0,0,5
82008,Female,9,Hispanic,5,1,2,0,2
82009,Female,8,White,4,1,1,0,3
82010,Female,36,White,4,1,0,2,15
82011,Male,31,White,6,2,2,0,14
82012,Female,71,White,2,0,0,2,8
82013,Female,2,Black,6,3,0,0,NA
82014,Male,12,White,3,0,2,0,6
82015,Female,70,Black,7,2,0,2,8
82016,Female,3,White,4,2,0,0,14
82017,Female,18,White,6,1,1,1,6
82018,Male,11,Black,4,0,2,0,5
82019,Male,62,Black,2,0,0,1,14
82020,Male,41,White,4,0,2,0,14
82021,Female,53,Hispanic,2,0,0,0,14
82022,Female,10,Black,4,1,1,0,5
82023,Female,41,White,7,0,4,0,7
82024,Female,7,Black,6,0,2,2,77
82025,Female,78,White,2,0,0,2,14
82026,Male,68,Black,3,0,1,2,8
82027,Male,80,White,1,0,0,1,6
82028,Female,46,Black,4,0,2,0,8
82029,Female,6,Hispanic,2,0,1,0,6
82030,Female,3,Asian,4,2,0,0,14
82031,Female,80,White,2,0,0,2,5
82032,Male,8,Black,7,1,4,0,5
82033,Male,7,Black,3,0,2,0,2
82034,Male,13,Hispanic,4,0,2,0,6
82035,Female,1,Black,6,3,2,0,3
82036,Male,17,Hispanic,6,1,3,0,7
82037,Female,43,Hispanic,6,0,1,1,6
82038,Male,0,White,5,3,0,0,15
82039,Female,25,White,2,0,0,0,5
82040,Male,7,Black,4,2,1,0,2
82041,Female,66,White,7,0,3,2,7
82042,Male,17,Black,2,0,1,0,5
82043,Female,57,Asian,2,0,0,1,10
82044,Female,9,Asian,7,1,2,0,15
82045,Female,6,Hispanic,5,1,2,0,1
82046,Male,80,White,2,0,0,1,14
82047,Male,64,White,2,0,0,1,5
82048,Male,6,Black,3,1,1,0,2
82049,Female,15,Black,4,0,2,0,7
82050,Female,19,Hispanic,4,0,0,0,77
82051,Female,42,Hispanic,4,0,2,0,15
82052,Female,60,White,2,0,0,2,12
82053,Female,43,White,3,0,1,0,15
82054,Male,8,Hispanic,6,0,2,2,2
82055,Male,77,White,3,0,0,2,77
82056,Male,76,Hispanic,3,0,0,2,6
82057,Female,36,Black,3,0,2,0,6
82058,Male,34,Asian,3,1,0,0,15
82059,Female,29,Asian,3,0,0,0,15
82060,Female,25,Black,2,0,0,1,6
82061,Female,80,Black,1,0,0,1,NA
82062,Female,54,Black,2,0,1,0,3
82063,Male,10,White,4,0,2,0,77
82064,Female,6,Hispanic,6,0,4,0,7
82065,Male,3,White,4,1,1,0,5
82066,Female,15,White,6,1,4,0,6
82067,Female,56,White,1,0,0,0,2
82068,Male,44,Hispanic,1,0,0,0,6
82069,Male,10,Black,3,0,1,0,8
82070,Male,18,White,7,1,3,0,15
82071,Female,16,White,4,0,2,0,7
82072,Male,14,White,7,0,4,2,6
82073,Male,19,White,3,1,1,0,6
82074,Female,1,White,3,1,0,0,5
82075,Male,26,White,2,0,0,0,9
82076,Female,5,Other,5,3,0,0,14
82077,Male,40,Asian,3,0,1,0,14
82078,Male,8,Hispanic,5,1,2,0,6
82079,Female,29,Black,3,0,1,0,10
82080,Male,2,White,6,1,1,1,6
82081,Male,0,Hispanic,5,2,0,0,4
82082,Male,2,Asian,6,3,1,0,15
82083,Female,57,White,2,0,0,0,15
82084,Male,1,White,3,2,0,0,10
82085,Male,54,Black,4,0,1,0,10
82086,Male,21,White,1,0,0,0,3
82087,Male,47,White,3,0,1,0,9
82088,Female,19,Black,3,1,0,0,3
82089,Male,25,White,1,0,0,0,2
82090,Female,48,Asian,4,0,1,0,7
82091,Female,69,Black,2,0,0,1,6
82092,Female,62,Hispanic,1,0,0,1,3
82093,Male,36,White,2,0,0,0,3
82094,Male,27,Hispanic,2,0,0,0,7
82095,Female,40,Black,3,0,2,0,10
82096,Male,16,Black,6,3,1,0,7
82097,Male,6,Asian,3,0,1,0,77
82098,Male,64,Hispanic,2,0,0,2,5
82099,Male,54,White,1,0,0,0,2
82100,Male,5,Asian,7,3,0,0,8
82101,Female,0,White,3,1,0,0,9
82102,Female,56,Asian,7,2,1,0,8
82103,Male,51,White,2,0,0,0,13
82104,Male,17,White,5,0,3,0,15
82105,Female,49,Hispanic,3,0,1,1,6
82106,Female,33,Hispanic,6,1,2,0,7
82107,Male,43,White,4,0,2,0,9
82108,Male,61,Hispanic,3,0,0,1,8
82109,Male,19,White,2,0,0,0,5
82110,Male,27,White,5,1,2,0,2
82111,Male,25,White,3,1,0,0,15
82112,Female,37,White,4,0,2,0,15
82113,Male,69,White,1,0,0,1,4
82114,Female,14,Black,4,0,2,0,8
82115,Male,39,White,6,3,0,0,4
82116,Female,18,Hispanic,3,0,0,0,6
82117,Male,20,Hispanic,2,0,0,0,5
82118,Male,7,Hispanic,6,1,2,0,14
82119,Male,9,Black,4,0,2,0,7
82120,Female,36,White,1,0,0,0,77
82121,Male,5,Hispanic,5,2,0,0,5
82122,Male,12,White,6,0,3,0,14
82123,Female,15,Other,5,0,3,0,6
82124,Female,26,Other,1,0,0,0,3
82125,Female,69,White,2,0,0,2,12
82126,Male,56,Hispanic,4,0,0,0,15
82127,Female,30,Other,3,1,0,0,15
82128,Male,22,White,3,0,0,0,15
82129,Male,1,White,5,2,1,0,5
82130,Female,67,Black,1,0,0,1,2
82131,Female,73,Hispanic,1,0,0,1,1
82132,Male,8,Hispanic,6,0,4,0,5
82133,Female,61,White,2,0,0,1,14
82134,Female,38,Black,3,1,1,0,9
82135,Male,2,White,6,1,2,0,99
82136,Male,0,Asian,4,2,0,0,10
82137,Male,17,Hispanic,4,0,2,0,6
82138,Male,61,Black,2,0,0,1,9
82139,Female,39,Hispanic,5,0,3,0,77
82140,Male,24,Black,4,0,0,0,9
82141,Female,12,Asian,2,0,1,0,8
82142,Male,10,White,3,0,1,0,6
82143,Male,73,White,2,0,0,2,15
82144,Female,50,White,2,0,0,0,2
82145,Female,8,White,5,1,2,0,14
82146,Male,7,Hispanic,6,1,3,0,10
82147,Female,56,Black,7,0,4,0,15
82148,Male,35,Asian,1,0,0,0,14
82149,Male,25,White,7,2,3,0,7
82150,Male,0,White,7,3,3,0,8
82151,Male,23,Other,3,1,0,0,6
82152,Male,53,Black,4,0,0,0,4
82153,Male,53,Hispanic,6,0,4,0,6
82154,Female,12,White,6,0,3,0,15
82155,Female,3,White,7,2,3,0,7
82156,Female,10,Black,3,0,2,0,6
82157,Male,25,White,2,0,0,0,9
82158,Male,61,White,2,0,0,1,15
82159,Female,7,Black,7,2,3,0,12
82160,Female,60,Black,2,0,0,1,6
82161,Female,39,Hispanic,2,0,0,0,15
82162,Male,68,White,7,1,2,1,15
82163,Female,51,White,2,0,0,1,7
82164,Male,40,Black,5,2,1,0,2
82165,Male,44,Hispanic,5,0,2,0,6
82166,Male,6,Black,7,1,4,0,1
82167,Male,70,White,2,0,0,2,15
82168,Male,17,Black,6,0,3,0,12
82169,Female,58,Hispanic,4,1,0,0,12
82170,Female,62,Asian,2,0,0,2,15
82171,Male,64,White,2,0,0,1,5
82172,Male,29,Other,1,0,0,0,7
82173,Female,63,White,2,0,0,2,8
82174,Male,10,Other,5,0,3,0,1
82175,Male,9,White,5,0,3,0,6
82176,Male,57,Black,2,0,0,1,10
82177,Male,80,White,2,0,0,2,4
82178,Male,0,Hispanic,7,2,1,0,99
82179,Female,16,Asian,5,0,2,0,14
82180,Male,4,Hispanic,6,1,3,0,10
82181,Female,60,White,2,0,0,2,10
82182,Female,66,White,2,0,0,2,15
82183,Male,2,Asian,7,2,2,0,15
82184,Male,72,White,1,0,0,1,3
82185,Female,1,Hispanic,5,1,1,0,6
82186,Male,6,Black,5,0,3,0,2
82187,Female,18,White,3,1,0,0,5
82188,Male,42,White,4,0,2,1,6
82189,Male,30,Asian,3,1,0,0,15
82190,Male,45,Hispanic,5,1,2,0,9
82191,Female,76,White,1,0,0,1,4
82192,Female,53,Hispanic,3,0,1,1,15
82193,Female,16,Hispanic,6,1,2,0,8
82194,Female,23,Hispanic,3,2,0,0,2
82195,Male,20,White,2,0,0,0,4
82196,Male,7,Black,3,0,2,0,5
82197,Female,46,Asian,2,0,0,0,8
82198,Female,17,White,4,0,2,0,13
82199,Female,19,Hispanic,4,0,0,0,10
82200,Male,31,Hispanic,3,0,0,2,10
82201,Female,80,Hispanic,2,0,0,2,5
82202,Female,10,White,4,0,2,0,5
82203,Male,0,White,3,1,0,0,1
82204,Male,80,White,1,0,0,1,6
82205,Female,43,White,4,0,2,0,15
82206,Female,5,White,4,2,0,0,15
82207,Female,37,White,4,1,1,0,15
82208,Male,1,White,5,2,1,0,10
82209,Male,34,Black,2,0,0,0,7
82210,Male,8,White,4,0,2,1,6
82211,Female,54,White,3,0,0,1,15
82212,Female,80,White,1,0,0,1,3
82213,Male,46,White,5,0,3,0,15
82214,Female,9,Hispanic,4,0,2,0,6
82215,Female,9,Other,7,2,4,0,8
82216,Male,52,Other,5,0,0,0,15
82217,Male,23,Black,4,0,0,1,6
82218,Female,15,White,5,0,3,0,9
82219,Male,49,White,7,0,0,1,12
82220,Female,9,White,7,2,4,0,1
82221,Male,44,White,4,0,2,0,15
82222,Male,3,Hispanic,3,1,0,0,8
82223,Male,27,Hispanic,2,0,0,0,14
82224,Female,20,Hispanic,6,2,0,0,8
82225,Male,55,Hispanic,3,0,0,2,15
82226,Male,80,Black,4,0,2,1,99
82227,Female,79,White,2,0,0,2,15
82228,Male,12,White,4,0,1,0,9
82229,Male,16,White,5,1,2,0,6
82230,Male,60,Asian,1,0,0,1,6
82231,Male,53,White,4,0,0,1,3
82232,Male,15,Hispanic,5,0,2,0,10
82233,Female,47,White,2,0,1,0,4
82234,Male,1,Other,4,1,1,0,14
82235,Female,73,White,1,0,0,1,3
82236,Male,79,White,2,0,0,2,8
82237,Female,4,Black,7,3,1,0,9
82238,Female,66,Black,2,0,0,2,7
82239,Male,10,Hispanic,4,0,1,0,15
82240,Female,17,White,4,0,1,0,14
82241,Female,47,White,4,0,2,0,15
82242,Female,16,Black,7,3,4,0,1
82243,Male,32,White,2,0,0,0,10
82244,Male,32,Asian,4,2,0,0,12
82245,Male,31,White,3,0,0,0,5
82246,Male,17,White,3,0,1,0,7
82247,Female,26,White,4,2,1,0,13
82248,Female,15,White,4,0,2,0,14
82249,Female,17,Black,3,0,1,1,10
82250,Male,19,Hispanic,7,2,2,0,9
82251,Male,10,Hispanic,7,3,3,2,5
82252,Female,40,Black,5,0,3,0,6
82253,Female,19,Black,4,0,2,0,7
82254,Male,77,White,2,0,0,2,7
82255,Male,0,White,3,1,1,0,1
82256,Male,6,White,5,1,2,0,7
82257,Female,25,White,6,2,1,0,7
82258,Female,50,Asian,7,3,0,0,8
82259,Male,20,Hispanic,4,0,1,0,2
82260,Male,9,White,7,1,4,0,8
82261,Male,42,White,6,1,2,0,3
82262,Female,1,Hispanic,5,1,2,0,5
82263,Female,9,Black,5,0,3,0,7
82264,Male,5,Hispanic,4,1,1,0,6
82265,Male,8,White,5,1,2,0,15
82266,Female,0,Black,3,1,0,0,12
82267,Female,6,White,7,0,4,0,7
82268,Female,4,White,5,3,0,0,14
82269,Female,23,Hispanic,7,1,2,0,12
82270,Male,49,Asian,4,0,1,0,7
82271,Male,23,White,3,0,0,0,6
82272,Female,0,Hispanic,5,1,2,0,14
82273,Female,1,White,5,3,0,0,8
82274,Male,5,Hispanic,3,1,0,0,15
82275,Female,42,Asian,3,0,1,0,6
82276,Female,51,Other,2,0,0,0,4
82277,Female,71,Black,1,0,0,1,7
82278,Male,20,White,1,0,0,0,5
82279,Female,13,Black,7,2,3,0,12
82280,Male,6,White,4,0,1,1,6
82281,Female,41,Black,6,0,3,0,6
82282,Male,34,White,5,0,3,0,6
82283,Male,48,Hispanic,7,2,1,0,99
82284,Female,8,White,4,1,1,0,15
82285,Female,57,White,2,0,0,1,7
82286,Female,14,White,6,0,3,0,15
82287,Female,19,Hispanic,7,2,1,0,3
82288,Male,55,White,2,0,0,0,5
82289,Female,0,Hispanic,3,1,0,0,14
82290,Male,43,Hispanic,3,0,1,0,7
82291,Female,62,White,2,0,0,2,14
82292,Female,3,White,4,2,0,0,15
82293,Female,4,Asian,5,1,2,0,10
82294,Male,8,Asian,6,0,4,0,2
82295,Male,80,White,2,0,0,2,5
82296,Female,15,Hispanic,5,1,1,1,14
82297,Male,3,Asian,3,1,0,0,3
82298,Male,44,Black,4,0,1,0,1
82299,Female,8,Hispanic,7,2,4,0,6
82300,Female,80,White,1,0,0,1,5
82301,Male,0,White,3,1,0,0,6
82302,Female,16,Other,7,3,4,0,8
82303,Female,3,Black,5,1,3,0,3
82304,Female,7,Black,5,2,2,0,14
82305,Male,8,White,3,0,2,0,6
82306,Male,43,Asian,3,1,0,0,77
82307,Female,73,White,2,0,0,2,6
82308,Male,33,White,6,1,2,0,6
82309,Female,23,White,5,1,0,1,2
82310,Female,19,Hispanic,7,0,1,1,12
82311,Male,17,Black,5,0,3,0,7
82312,Female,33,White,2,0,1,0,5
82313,Female,15,Black,2,0,1,0,7
82314,Male,13,Hispanic,4,0,3,0,4
82315,Male,23,White,4,1,0,1,9
82316,Male,73,Hispanic,2,0,0,1,NA
82317,Male,7,Hispanic,3,0,1,1,6
82318,Male,27,Black,1,0,0,0,1
82319,Female,35,Hispanic,2,0,1,0,5
82320,Male,28,White,3,1,0,0,14
82321,Male,59,White,3,0,0,0,15
82322,Male,41,Other,6,3,1,0,15
82323,Male,2,Black,7,2,3,0,14
82324,Male,6,Hispanic,6,2,3,0,4
82325,Male,39,White,4,0,2,0,6
82326,Male,10,White,4,0,2,0,8
82327,Female,2,Black,4,1,1,0,7
82328,Male,2,Black,3,1,0,0,2
82329,Male,45,White,4,0,2,0,15
82330,Female,51,Black,3,0,0,0,15
82331,Male,16,Asian,4,0,2,0,77
82332,Male,0,Asian,3,1,0,0,14
82333,Female,10,Hispanic,7,0,1,0,12
82334,Female,50,Black,2,0,0,0,2
82335,Male,52,White,2,0,0,0,9
82336,Male,28,Black,4,1,1,0,77
82337,Female,35,White,6,1,4,0,6
82338,Female,31,White,4,2,0,0,6
82339,Male,0,Hispanic,3,1,0,0,2
82340,Female,19,Asian,6,1,1,0,NA
82341,Male,16,Black,4,1,2,0,3
82342,Female,25,Black,3,1,0,0,8
82343,Female,66,White,2,0,0,2,15
82344,Male,70,Black,4,0,1,1,6
82345,Male,32,Black,4,1,1,0,12
82346,Female,51,Black,3,0,0,0,7
82347,Male,2,Hispanic,6,1,0,0,15
82348,Female,29,Black,2,0,0,0,14
82349,Female,11,White,5,0,3,0,7
82350,Female,7,Hispanic,5,1,1,0,8
82351,Male,65,Black,5,0,0,3,6
82352,Male,0,Hispanic,6,2,1,0,4
82353,Male,53,Asian,4,0,1,0,15
82354,Female,57,White,7,0,0,0,14
82355,Female,70,Hispanic,3,0,0,2,7
82356,Female,63,Black,2,0,0,2,8
82357,Female,26,Black,3,1,0,0,6
82358,Male,13,Other,3,0,2,0,4
82359,Male,48,White,2,0,0,0,4
82360,Female,51,White,1,0,0,0,15
82361,Male,17,Hispanic,4,0,3,0,6
82362,Male,7,Hispanic,6,2,2,0,4
82363,Male,38,White,3,0,0,0,5
82364,Female,0,White,3,2,0,0,6
82365,Female,17,Black,4,0,2,0,8
82366,Female,6,Hispanic,4,1,1,0,6
82367,Male,35,Hispanic,6,0,0,0,1
82368,Female,49,White,2,0,0,0,4
82369,Female,37,Black,5,1,2,0,6
82370,Male,37,Black,4,0,1,1,1
82371,Male,6,White,5,0,3,0,6
82372,Female,44,White,5,1,0,0,6
82373,Female,16,White,5,0,2,0,15
82374,Male,9,Hispanic,5,0,3,0,9
82375,Male,49,Asian,4,1,1,0,8
82376,Male,41,Black,5,1,3,0,5
82377,Male,19,Black,3,0,0,1,6
82378,Male,17,Asian,4,0,2,1,4
82379,Male,30,White,3,1,1,0,77
82380,Male,44,White,3,1,0,0,14
82381,Female,80,White,1,0,0,1,77
82382,Male,3,Black,6,2,0,0,8
82383,Male,62,Hispanic,2,0,0,2,6
82384,Female,65,White,3,0,1,1,15
82385,Male,2,White,4,2,0,0,12
82386,Female,2,Black,5,2,2,0,14
82387,Female,0,White,3,1,0,0,10
82388,Male,34,Black,2,0,0,0,6
82389,Female,34,White,3,0,0,1,7
82390,Male,0,Asian,3,1,0,0,14
82391,Male,26,White,3,1,0,0,7
82392,Male,6,Black,4,1,1,0,13
82393,Male,20,Hispanic,2,0,0,0,5
82394,Male,18,Hispanic,5,0,1,0,77
82395,Female,25,Asian,2,0,0,0,8
82396,Male,19,White,3,0,0,0,8
82397,Male,33,White,7,0,0,0,12
82398,Male,31,Hispanic,5,1,2,0,6
82399,Male,2,Other,7,2,0,1,14
82400,Male,16,Black,3,0,1,2,4
82401,Female,30,White,1,0,0,0,15
82402,Male,65,Asian,2,0,0,2,14
82403,Male,80,White,2,0,0,2,15
82404,Male,36,White,4,0,3,0,5
82405,Female,53,White,4,0,1,0,7
82406,Male,73,Black,1,0,0,1,3
82407,Male,44,Other,1,0,0,0,6
82408,Male,18,White,7,0,3,0,6
82409,Male,63,White,3,0,0,2,5
82410,Male,35,Black,2,0,0,0,10
82411,Male,10,Hispanic,4,0,1,0,5
82412,Female,22,Hispanic,2,0,0,0,7
82413,Female,47,White,2,0,0,0,6
82414,Male,68,Black,3,0,0,1,8
82415,Male,3,Black,3,1,1,0,7
82416,Male,50,Black,6,0,4,0,9
82417,Female,51,Hispanic,6,0,2,0,8
82418,Male,16,White,5,0,3,0,8
82419,Female,1,Asian,3,1,0,0,15
82420,Male,35,Black,6,3,1,0,7
82421,Female,13,Asian,3,0,1,2,15
82422,Female,10,Asian,4,0,2,0,15
82423,Male,56,Black,4,1,0,0,14
82424,Female,70,White,1,0,0,1,2
82425,Female,43,Black,5,2,1,0,8
82426,Male,24,Hispanic,4,2,0,0,5
82427,Male,48,Black,2,0,0,1,10
82428,Female,26,Asian,1,0,0,0,7
82429,Male,36,White,5,3,0,0,15
82430,Female,24,Hispanic,3,1,0,0,7
82431,Female,0,Hispanic,3,1,0,0,5
82432,Male,60,Black,2,0,0,1,77
82433,Male,1,Black,6,1,4,0,13
82434,Female,70,Hispanic,4,0,0,3,12
82435,Male,80,White,1,0,0,1,13
82436,Male,61,Hispanic,7,0,0,1,14
82437,Female,1,Hispanic,5,1,3,0,3
82438,Male,7,Black,4,0,1,0,8
82439,Female,48,White,3,0,1,0,15
82440,Female,63,White,2,0,0,2,15
82441,Female,80,White,1,0,0,1,14
82442,Female,0,Hispanic,7,1,1,0,12
82443,Male,11,Black,4,1,1,0,2
82444,Male,2,Black,2,1,0,0,6
82445,Female,52,Hispanic,2,0,0,0,15
82446,Male,66,White,2,0,0,1,6
82447,Female,15,Other,5,0,3,0,15
82448,Male,29,White,2,0,0,0,7
82449,Male,42,Hispanic,5,1,2,0,3
82450,Female,34,Hispanic,5,2,1,0,2
82451,Female,34,White,1,0,0,0,4
82452,Female,20,Black,4,0,0,2,14
82453,Female,0,Other,7,1,1,0,6
82454,Female,37,Other,3,0,1,0,6
82455,Female,25,Hispanic,4,2,0,0,77
82456,Female,0,Black,3,1,0,0,6
82457,Male,10,Hispanic,4,0,2,1,4
82458,Female,3,Other,3,1,0,0,15
82459,Female,80,White,1,0,0,1,8
82460,Female,58,White,3,0,0,0,12
82461,Male,47,White,1,0,0,0,4
82462,Male,36,Hispanic,4,1,1,0,6
82463,Female,48,Asian,3,0,1,0,15
82464,Male,62,White,1,0,0,1,8
82465,Female,44,Asian,5,2,0,0,3
82466,Male,80,White,2,0,0,2,10
82467,Male,22,Black,5,3,0,0,6
82468,Male,11,Other,4,0,2,0,10
82469,Male,1,Asian,3,1,0,0,15
82470,Male,13,Black,5,0,3,0,6
82471,Female,22,Hispanic,7,2,1,0,3
82472,Male,13,White,4,0,2,0,15
82473,Female,8,Other,4,0,3,0,2
82474,Female,2,Hispanic,7,2,4,1,12
82475,Female,1,Hispanic,7,2,1,0,10
82476,Male,10,White,5,1,2,0,15
82477,Male,34,White,2,1,0,0,3
82478,Male,12,Hispanic,7,0,3,0,3
82479,Male,27,Asian,2,0,0,0,9
82480,Male,12,White,7,0,4,0,14
82481,Female,0,White,5,1,1,0,4
82482,Female,80,Black,1,0,0,1,7
82483,Male,32,Asian,3,1,0,0,9
82484,Male,14,Black,5,1,2,0,6
82485,Female,33,Hispanic,6,1,3,0,7
82486,Male,40,Other,3,0,1,0,6
82487,Male,21,Hispanic,3,0,0,0,8
82488,Male,63,White,2,0,0,2,15
82489,Male,41,Asian,5,0,3,0,15
82490,Male,0,White,3,1,0,0,15
82491,Male,14,Black,4,0,2,0,15
82492,Female,25,White,2,0,0,0,9
82493,Female,9,White,2,0,1,0,6
82494,Female,19,Hispanic,6,0,3,0,12
82495,Female,51,Black,3,0,0,0,6
82496,Male,8,Hispanic,4,1,1,0,15
82497,Female,11,Hispanic,4,0,1,0,14
82498,Male,18,Hispanic,6,0,2,0,77
82499,Male,12,Black,7,1,4,0,4
82500,Male,38,White,4,0,2,0,NA
82501,Female,38,Hispanic,3,1,0,0,15
82502,Female,16,White,4,0,2,0,7
82503,Female,16,Black,3,0,1,0,6
82504,Male,73,Hispanic,1,0,0,1,2
82505,Male,8,White,3,0,1,0,5
82506,Female,1,Hispanic,4,1,0,0,13
82507,Male,72,White,4,0,0,1,4
82508,Male,5,Black,5,1,1,0,6
82509,Male,63,Hispanic,4,0,0,1,6
82510,Male,0,White,3,1,0,0,15
82511,Female,9,Other,5,0,3,1,5
82512,Female,21,White,3,0,0,0,5
82513,Male,47,Asian,6,1,1,2,15
82514,Female,4,Asian,4,1,1,0,10
82515,Male,11,Asian,4,0,2,0,15
82516,Male,11,Hispanic,7,0,4,0,1
82517,Male,59,Black,3,0,0,0,8
82518,Male,13,Hispanic,7,0,1,1,10
82519,Female,25,Hispanic,7,2,0,0,6
82520,Female,16,Hispanic,5,0,2,0,10
82521,Female,70,White,2,0,0,2,7
82522,Male,15,Hispanic,7,2,4,0,8
82523,Female,7,Hispanic,2,0,1,0,3
82524,Female,21,Black,5,0,3,0,6
82525,Male,6,Other,3,0,1,0,15
82526,Female,2,Hispanic,6,3,1,0,6
82527,Female,39,White,2,0,0,0,15
82528,Male,15,Hispanic,4,0,2,0,15
82529,Female,35,Hispanic,4,0,2,0,9
82530,Female,4,Asian,7,1,2,0,15
82531,Female,36,Other,7,2,0,1,77
82532,Male,16,Asian,4,0,2,1,4
82533,Female,26,White,3,0,0,0,12
82534,Male,18,Hispanic,2,0,0,0,7
82535,Female,64,White,2,0,0,2,10
82536,Female,49,Other,7,2,4,0,14
82537,Female,25,White,2,1,0,0,3
82538,Female,26,Hispanic,7,2,0,0,6
82539,Female,1,Asian,4,2,0,0,8
82540,Male,20,Hispanic,5,0,0,0,5
82541,Female,78,White,2,0,0,2,7
82542,Male,66,Hispanic,3,0,0,3,5
82543,Female,12,Other,4,0,2,0,3
82544,Male,9,Hispanic,6,3,1,0,5
82545,Male,8,Hispanic,3,0,1,2,7
82546,Male,4,White,4,2,1,0,4
82547,Female,65,Asian,4,0,0,1,12
82548,Female,0,White,4,2,0,0,10
82549,Male,8,Hispanic,5,1,2,0,6
82550,Female,34,Hispanic,3,0,1,0,6
82551,Female,2,Black,4,2,1,0,9
82552,Female,2,Hispanic,5,2,1,0,10
82553,Male,0,White,5,1,0,0,15
82554,Female,54,White,3,0,0,0,15
82555,Female,1,White,2,1,0,0,1
82556,Female,4,Hispanic,4,1,1,0,6
82557,Female,40,White,4,1,1,0,15
82558,Female,54,White,4,0,1,0,12
82559,Male,51,White,2,0,0,0,8
82560,Male,48,White,4,0,2,0,15
82561,Male,30,White,4,2,0,0,5
82562,Female,36,Hispanic,2,1,0,0,8
82563,Male,3,White,4,2,0,0,14
82564,Female,74,Black,1,0,0,1,4
82565,Male,71,White,3,0,0,1,4
82566,Male,70,White,2,0,0,1,14
82567,Male,25,Hispanic,4,0,0,1,9
82568,Male,3,Asian,3,1,0,0,15
82569,Male,46,White,3,1,0,0,2
82570,Male,80,Black,1,0,0,1,3
82571,Male,46,White,4,0,2,0,8
82572,Male,80,White,2,0,0,1,3
82573,Female,7,Hispanic,5,1,2,0,6
82574,Male,36,White,3,1,0,0,7
82575,Male,4,Other,5,3,0,0,14
82576,Female,80,White,1,0,0,1,4
82577,Female,31,White,2,0,0,0,15
82578,Female,11,White,4,0,2,0,15
82579,Female,64,White,1,0,0,1,6
82580,Female,51,White,1,0,0,0,3
82581,Male,17,Hispanic,4,0,2,0,7
82582,Male,71,Black,2,0,0,1,3
82583,Female,6,White,4,1,2,0,6
82584,Male,0,Black,3,1,0,0,14
82585,Male,6,Hispanic,6,1,3,0,13
82586,Female,3,Hispanic,6,1,2,0,8
82587,Male,37,Hispanic,5,1,2,0,5
82588,Female,18,Black,6,0,2,1,4
82589,Female,48,White,2,0,0,0,8
82590,Female,21,Hispanic,7,2,1,0,99
82591,Male,29,Hispanic,1,0,0,0,6
82592,Male,13,Other,5,1,2,0,4
82593,Male,9,Black,6,0,3,0,15
82594,Female,3,White,5,2,1,0,6
82595,Male,18,White,3,0,0,0,2
82596,Male,73,Hispanic,6,1,2,1,10
82597,Male,56,Asian,4,0,0,0,15
82598,Male,0,White,4,2,0,0,15
82599,Male,2,White,5,2,1,0,4
82600,Male,12,Black,4,1,2,0,3
82601,Male,62,Black,5,0,2,1,4
82602,Male,6,Other,5,0,3,0,15
82603,Female,44,Asian,2,0,0,0,15
82604,Male,49,White,2,0,0,0,NA
82605,Female,46,Hispanic,4,0,2,0,14
82606,Male,10,Hispanic,5,1,2,0,5
82607,Male,3,Hispanic,5,1,1,0,14
82608,Male,78,Hispanic,2,0,0,1,NA
82609,Female,46,White,4,0,2,0,7
82610,Male,72,White,2,0,0,2,15
82611,Male,33,Asian,4,0,0,0,15
82612,Female,64,Hispanic,2,0,0,2,3
82613,Male,19,Black,3,0,0,1,6
82614,Female,14,Asian,4,0,2,0,9
82615,Male,57,Black,6,0,1,1,15
82616,Male,63,Hispanic,2,0,0,2,3
82617,Female,20,Black,3,0,0,1,10
82618,Male,45,White,3,0,1,0,7
82619,Male,69,White,2,0,0,2,NA
82620,Male,3,White,2,1,0,0,4
82621,Male,41,Asian,4,0,2,0,15
82622,Female,5,White,4,1,1,0,15
82623,Female,7,Hispanic,5,1,1,0,14
82624,Male,1,Asian,5,2,0,0,9
82625,Female,79,Black,1,0,0,1,2
82626,Male,14,Black,7,0,4,0,15
82627,Male,37,Black,6,1,3,0,14
82628,Female,14,Asian,7,1,3,0,7
82629,Male,41,White,4,0,1,0,4
82630,Female,15,White,5,1,2,0,12
